country,iso_code,date,Population,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Bermuda,BMU,03/02/2021,63918.00,,,,,463,,,,7435,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/27727-total-vaccinations-administered/
Bolivia,BOL,03/02/2021,11513100.00,3560,,,1967,593,0.03,,,51,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370551583285649411
Brazil,BRA,03/02/2021,212559417.00,2521704,2521704,,229153,198831,1.19,1.19,,935,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Bulgaria,BGR,03/02/2021,6975761.00,50124,33691,16433,4207,2458,0.72,0.48,0.24,354,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Canada,CAN,03/02/2021,37589262.00,1001468,871335,130133,13266,15735,2.65,2.31,0.34,417,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Cayman Islands,CYM,03/02/2021,71100.00,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Chile,CHL,03/02/2021,18952038.00,250989,240583,10406,170395,26228,1.31,1.26,0.05,1372,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
China,CHN,03/02/2021,1397715000.00,31200000,,,,1204714,2.17,,,837,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://global.chinadaily.com.cn/a/202103/03/WS603ec65ba31024ad0baac40f.html
Costa Rica,CRI,03/02/2021,5047561.00,,,,,1688,,,,331,Pfizer/BioNTech,Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Croatia,HRV,03/02/2021,4067500.00,87929,59064,28865,,1848,2.14,1.44,0.7,450,Pfizer/BioNTech,Ministry of Health,https://www.rtl.hr/vijesti-hr/novosti/hrvatska/3994562/rtlhr-doznaje-evo-koliko-je-cijepljenih-u-hrvatskoj-i-kako-stojimo-u-odnosu-na-druge-zemlje/
Cyprus,CYP,03/02/2021,1198575.00,,,,,1074,,,,1226,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/08032021--%CE%A1%CE%B1%CE%BD%CF%84%CE%B5%CE%B2%CE%BF%CF%8D%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CF%8C%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf
Czech Republic,CZE,03/02/2021,10669709.00,320322,251721,68601,15319,10273,2.99,2.35,0.64,959,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,03/02/2021,5818553.00,296200,190396,105804,7732,10991,5.11,3.29,1.83,1898,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Ecuador,ECU,03/02/2021,17373662.00,,,,,406,,,,23,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
United Kingdom,,03/02/2021,66834405.00,9508006,9041835,466171,381076,369879,16.89,16.06,0.83,6571,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Estonia,EST,03/02/2021,1326590.00,43000,30158,12842,2783,1915,3.24,2.27,0.97,1444,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-11-marts-oopaevaga-lisandus-1957-positiivset-testi
Faroe Islands,FRO,03/02/2021,53358.00,,,,,83,,,,1699,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Finland,FIN,03/02/2021,5520314.00,173372,149951,23421,9399,6637,3.13,2.71,0.42,1198,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
France,FRA,03/02/2021,67059887.00,1825982,1687026,138956,108597,78753,2.69,2.49,0.2,1161,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Germany,DEU,03/02/2021,83132799.00,2871112,2084677,786435,149621,104040,3.43,2.49,0.94,1242,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,03/02/2021,34003.00,16177,13166,3011,786,653,48.02,39.08,8.94,19382,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1370393963312582658
Greece,GRC,03/02/2021,10716322.00,338122,276103,62019,22494,17440,3.24,2.65,0.6,1673,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greenland,GRL,03/02/2021,56081.00,,,,,77,,,,1356,Pfizer/BioNTech,Government of Greenland,https://knr.gl/da/nyheder/overblik-s%C3%A5-langt-er-gr%C3%B8nland-med-vaccinere
Guernsey,GGY,03/02/2021,65573.00,,,,,604,,,,9008,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Hungary,HUN,03/02/2021,9769949.00,334130,249687,84452,11824,20946,3.46,2.58,0.87,2168,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-293-ezer-beoltottak-szama-9444-az-uj-fertozott-es-elhunyt-163-beteg
Iceland,ISL,03/02/2021,361313.00,16951,12098,4853,,204,4.97,3.55,1.42,598,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,03/02/2021,1366417754.00,4449552,4449552,,310634,299082,0.32,0.32,,217,"Covaxin, Oxford/AstraZeneca",Ministry of Health,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport12thMarch2021.pdf
Indonesia,IDN,03/02/2021,270203917.00,717647,646026,71621,69388,58521,0.26,0.24,0.03,214,Sinovac,Ministry of Health,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html
Ireland,IRL,03/02/2021,5007069.00,,,,,8126,,,,1646,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Isle of Man,IMN,03/02/2021,84584.00,9563,7387,2176,1261,568,11.25,8.69,2.56,6680,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Israel,ISR,03/02/2021,9053300.00,5302431,3336300,1966131,111164,121280,61.26,38.55,22.72,14012,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,03/02/2021,60297396.00,2277142,1386598,890544,98660,87245,3.77,2.29,1.47,1443,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Jersey,JEY,03/02/2021,107800.00,,,,,660,,,,6530,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jordan,JOR,03/02/2021,10101694.00,,,,,1494,,,,146,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.reuters.com/article/us-health-coronavirus-jordan/jordan-says-covid-19-vaccination-drive-to-accelerate-in-coming-weeks-idUSKBN2AP2VO
Kazakhstan,KAZ,03/02/2021,18513930.00,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kuwait,KWT,03/02/2021,4207083.00,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://twitter.com/KUWAIT_MOH/status/1368961318095626243
Latvia,LVA,03/02/2021,1912789.00,28402,17519,10883,1619,1000,1.51,0.93,0.58,530,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Liechtenstein,LIE,03/02/2021,38019.00,833,,,,,2.18,,,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Lithuania,LTU,03/02/2021,2786844.00,107781,76494,31287,6789,4185,3.96,2.81,1.15,1537,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,03/02/2021,619896.00,15407,12597,2810,1155,708,2.46,2.01,0.45,1131,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/f56105f1-0330-416c-b16f-101b9ada3ba0
Maldives,MDV,03/02/2021,530953.00,1578,,,698,698,0.29,,,1291,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1370419731929436162
Malta,MLT,03/02/2021,502653.00,31633,26223,5410,1381,1160,7.16,5.94,1.23,2627,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Mauritius,MUS,03/02/2021,1265711.00,,,,,86,,,,68,Oxford/AstraZeneca,National Communication Committee on COVID-19,https://defimedia.info/voyages-et-covid-19-les-etats-unis-exigent-une-grande-prudence-sur-maurice
Mexico,MEX,03/02/2021,126014024.00,686601,632439,54162,9062,4365,0.53,0.49,0.04,34,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/106-remdesivir-podra-suministrarse-a-pacientes-covid-19-con-ciertas-especificaciones?idiom=es
Morocco,MAR,03/02/2021,36910560.00,308398,,,51107,51400,0.84,,,1393,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Nepal,NPL,03/02/2021,28608710.00,,,,,17789,,,,611,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
Netherlands,NLD,03/02/2021,17332850.00,,,,,30010,,,,1751,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
United Kingdom,,03/02/2021,66834405.00,289274,263735,25539,17448,12866,15.28,13.93,1.35,6794,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Norway,NOR,03/02/2021,5347896.00,172564,140336,32228,33407,9600,3.18,2.59,0.59,1771,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Oman,OMN,03/02/2021,5266535.00,,,,,175,,,,34,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://twitter.com/OmaniMOH/status/1369577366708699140/photo/1
Pakistan,PAK,03/02/2021,216565318.00,,,,,3404,,,,15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",National Command and Operation Centre,https://www.geo.tv/latest/336163-56m-coronavirus-vaccine-doses-to-arrive-pakistan-in-march
Panama,PAN,03/02/2021,4246439.00,12362,,,349,545,0.29,,,126,Pfizer/BioNTech,Ministry of Health,https://twitter.com/MINSAPma/status/1370521877278494720/photo/1
Poland,POL,03/02/2021,37970874.00,1461578,1117146,344432,119143,64761,3.86,2.95,0.91,1711,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,03/02/2021,10269417.00,350945,275093,75852,8826,10362,3.44,2.7,0.74,1016,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Qatar,QAT,03/02/2021,2832067.00,,,,,3867,,,,1342,Pfizer/BioNTech,National Strategic Group on COVID-19,https://twitter.com/MOPHQatar/status/1368573172711370756
Romania,ROU,03/02/2021,19356544.00,772202,620177,152025,23470,28785,4.01,3.22,0.79,1496,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Russia,RUS,03/02/2021,144373535.00,,,,,103571,,,,710,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Saint Helena,SHN,03/02/2021,5661.00,107,,,,,1.76,,,,Oxford/AstraZeneca,Government of Saint Helena,https://www.sainthelena.gov.sh/2021/news/covid-19-vaccination-programme-update/
Saudi Arabia,SAU,03/02/2021,34268528.00,,,,,9406,,,,270,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://coronamap.sa
United Kingdom,,03/02/2021,66834405.00,703378,694347,9031,45358,29277,12.87,12.71,0.17,5359,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Serbia,SRB,03/02/2021,6944975.00,513652,513652,,17688,21689,7.55,7.55,,3187,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4292355/koronavirus-srbija-mere-vikend-zatvaranja.html
Seychelles,SYC,03/02/2021,97625.00,37092,37087,5,808,1644,37.72,37.71,0.01,16718,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/pcb.1682413525293105/1682413471959777/
Singapore,SGP,03/02/2021,5703569.00,,,,,11046,,,,1888,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/covid-19
Slovakia,SVK,03/02/2021,5454073.00,184937,166717,18220,11705,8438,3.39,3.05,0.33,1546,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovenia,SVN,03/02/2021,2087946.00,86173,54411,31762,4798,2368,4.15,2.62,1.53,1139,"Oxford/AstraZeneca, Pfizer/BioNTech","National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
Spain,ESP,03/02/2021,47076781.00,1865342,1279220,586122,100564,67103,3.99,2.74,1.25,1435,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
Sri Lanka,LKA,03/02/2021,21803000.00,139914,,,21147,23319,0.65,,,1089,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1370583763676131331
Sweden,SWE,03/02/2021,10285453.00,,,,,13059,,,,1293,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,03/02/2021,8574832.00,369426,,,40068,15745,4.27,,,1819,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Turkey,TUR,03/02/2021,83429615.00,2343280,,,114047,117243,2.78,,,1390,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turks and Caicos Islands,TCA,03/02/2021,42953.00,,,,,222,,,,5734,Pfizer/BioNTech,Ministry of Health,https://www.facebook.com/tcihealthpromotions/posts/1892840824219198
United Arab Emirates,ARE,03/02/2021,9770529.00,3691591,,,127074,132449,37.32,,,13392,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,03/02/2021,66834405.00,10992444,10490487,501957,472011,434171,16.19,15.45,0.74,6396,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United States,USA,03/02/2021,328239523.00,33878254,27154956,6436931,1097394,1317946,10.13,8.12,1.92,3941,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United Kingdom,,03/02/2021,66834405.00,491786,490570,1216,28129,22149,15.6,15.56,0.04,7025,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Albania,ALB,02/02/2021,2854191.00,550,549,1,,,0.02,0.02,0,,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/covid19-ministria-e-shendetesise-702-te-vaksinuar-3035-testime-714-te-sheruar-631-raste-te-reja-dhe-17-humbje-jete-ne-24-oret-e-fundit/
Algeria,DZA,02/02/2021,43053054.00,,,,,2819,,,,64,Sputnik V,Ministry of Health,https://www.echoroukonline.com/%d9%84%d9%82%d8%a7%d8%ad-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d8%b9%d8%b6%d9%88-%d8%a8%d8%a7%d9%84%d9%84%d8%ac%d9%86%d8%a9-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d9%8a%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%b9/
Andorra,AND,02/02/2021,77142.00,,,,,60,,,,777,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Argentina,ARG,02/02/2021,44938712.00,,,,,11475,,,,254,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Austria,AUT,02/02/2021,8877067.00,271801,234065,37736,16559,8257,3.02,2.6,0.42,917,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Azerbaijan,AZE,02/02/2021,10023318.00,,,,,3250,,,,321,Sinovac,Government of Azerbaijan,https://koronavirusinfo.az/az/post/696
Bahrain,BHR,02/02/2021,1501635.00,,174075,,,7712,,10.23,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bangladesh,BGD,02/02/2021,167310838.00,,,,,2266,,,,14,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Belarus,BLR,02/02/2021,9466856.00,,,,,403,,,,43,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belgium,BEL,02/02/2021,11484055.00,363722,322344,41378,23393,13612,3.14,2.78,0.36,1174,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Bermuda,BMU,02/02/2021,63918.00,,,,,417,,,,6696,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/27727-total-vaccinations-administered/
Bolivia,BOL,02/02/2021,11513100.00,1593,,,1023,319,0.01,,,27,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370551583285649411
Brazil,BRA,02/02/2021,212559417.00,2292551,2292551,,168244,206238,1.08,1.08,,970,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Bulgaria,BGR,02/02/2021,6975761.00,45917,30817,15100,3283,2399,0.66,0.44,0.22,345,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Canada,CAN,02/02/2021,37589262.00,988202,867115,121087,12710,17107,2.62,2.3,0.32,453,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Cayman Islands,CYM,02/02/2021,71100.00,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Chile,CHL,02/02/2021,18952038.00,80594,70188,10406,13193,1890,0.42,0.37,0.05,99,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
China,CHN,02/02/2021,1397715000.00,,,,,1020367,,,,709,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://global.chinadaily.com.cn/a/202103/03/WS603ec65ba31024ad0baac40f.html
Costa Rica,CRI,02/02/2021,5047561.00,,,,,1528,,,,300,Pfizer/BioNTech,Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Croatia,HRV,02/02/2021,4067500.00,,,,,1920,,,,468,Pfizer/BioNTech,Ministry of Health,https://www.rtl.hr/vijesti-hr/novosti/hrvatska/3994562/rtlhr-doznaje-evo-koliko-je-cijepljenih-u-hrvatskoj-i-kako-stojimo-u-odnosu-na-druge-zemlje/
Cyprus,CYP,02/02/2021,1198575.00,,,,,1083,,,,1236,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/08032021--%CE%A1%CE%B1%CE%BD%CF%84%CE%B5%CE%B2%CE%BF%CF%8D%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CF%8C%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf
Czech Republic,CZE,02/02/2021,10669709.00,305003,247339,57664,14245,10004,2.85,2.31,0.54,934,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,02/02/2021,5818553.00,288468,188845,99623,5066,10540,4.98,3.26,1.72,1820,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Ecuador,ECU,02/02/2021,17373662.00,,,,,430,,,,24,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
United Kingdom,,02/02/2021,66834405.00,9126930,8663041,463889,301559,351581,16.21,15.39,0.82,6246,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Estonia,EST,02/02/2021,1326590.00,40217,28907,11310,1623,1862,3.03,2.18,0.85,1404,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-11-marts-oopaevaga-lisandus-1957-positiivset-testi
Faroe Islands,FRO,02/02/2021,53358.00,,,,,83,,,,1699,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Finland,FIN,02/02/2021,5520314.00,163973,145770,18203,213,6709,2.96,2.63,0.33,1211,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
France,FRA,02/02/2021,67059887.00,1717385,1615088,102297,108313,78017,2.53,2.38,0.15,1150,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Germany,DEU,02/02/2021,83132799.00,2721491,2022415,699076,125606,98450,3.25,2.41,0.83,1175,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
